StartEndYear,Period,Area,Series code,Industry,Adjusted,Benchmark,No. of Employed
"2012","Annual","Fresno County","90932000","Local Government Excluding Education","Not Adj","2020","14,600"
"2012","Annual","Fresno County","90932994","Special Districts plus Indian Tribes","Not Adj","2020","3,200"
"2012","Annual","Fresno County","90939012","County","Not Adj","2020","6,600"
"2012","Annual","Fresno County","90939022","City","Not Adj","2020","4,800"
"2012","Annual","Fresno County","90940000","State and Local Government","Not Adj","2020","53,900"
"2011","Annual","Fresno County","00000000","Total Nonfarm","Not Adj","2020","291,300"
"2011","Annual","Fresno County","01000000","Total Wage and Salary","Not Adj","2020","339,200"
"2011","Annual","Fresno County","05000000","Total Private","Not Adj","2020","225,600"
"2011","Annual","Fresno County","06000000","Goods Producing","Not Adj","2020","35,500"
"2011","Annual","Fresno County","07000000","Service Providing","Not Adj","2020","255,800"
"2011","Annual","Fresno County","08000000","Private Service Providing","Not Adj","2020","190,100"
"2011","Annual","Fresno County","10000000","Mining and Logging","Not Adj","2020","200"
"2011","Annual","Fresno County","11000000","Total Farm","Not Adj","2020","47,900"
"2011","Annual","Fresno County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","11,700"
"2011","Annual","Fresno County","20000000","Construction","Not Adj","2020","11,500"
"2011","Annual","Fresno County","20238000","Specialty Trade Contractors","Not Adj","2020","7,600"
"2011","Annual","Fresno County","30000000","Manufacturing","Not Adj","2020","23,800"
"2011","Annual","Fresno County","31000000","Durable Goods","Not Adj","2020","7,800"
"2011","Annual","Fresno County","32000000","Nondurable Goods","Not Adj","2020","16,000"
"2011","Annual","Fresno County","32311000","Food Manufacturing","Not Adj","2020","12,000"
"2011","Annual","Fresno County","40000000","Trade, Transportation and Utilities","Not Adj","2020","57,300"
"2011","Annual","Fresno County","41000000","Wholesale Trade","Not Adj","2020","12,300"
"2011","Annual","Fresno County","42000000","Retail Trade","Not Adj","2020","33,600"
"2011","Annual","Fresno County","42445000","Food and Beverage Stores","Not Adj","2020","6,600"
"2011","Annual","Fresno County","42452000","General Merchandise Stores","Not Adj","2020","7,000"
"2011","Annual","Fresno County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","11,400"
"2011","Annual","Fresno County","43400089","Transportation and Warehousing","Not Adj","2020","9,400"
"2011","Annual","Fresno County","50000000","Information","Not Adj","2020","3,500"
"2011","Annual","Fresno County","55000000","Financial Activities","Not Adj","2020","13,000"
"2011","Annual","Fresno County","55520000","Finance and Insurance","Not Adj","2020","8,900"
"2011","Annual","Fresno County","55524000","Insurance Carriers and Related","Not Adj","2020","4,100"
"2011","Annual","Fresno County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","4,000"
"2011","Annual","Fresno County","60000000","Professional and Business Services","Not Adj","2020","27,200"
"2011","Annual","Fresno County","60540000","Professional, Scientific and Technical S","Not Adj","2020","10,200"
"2011","Annual","Fresno County","60550000","Management of Companies and Enterprises","Not Adj","2020","2,300"
"2011","Annual","Fresno County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","14,700"
"2011","Annual","Fresno County","60561000","Administrative and Support Services","Not Adj","2020","13,700"
"2011","Annual","Fresno County","60562000","Waste Management and Remediation Service","Not Adj","2020","1,100"
"2011","Annual","Fresno County","65000000","Educational and Health Services","Not Adj","2020","51,800"
"2011","Annual","Fresno County","65610000","Educational Services","Not Adj","2020","5,200"
"2011","Annual","Fresno County","65620000","Health Care and Social Assistance","Not Adj","2020","46,700"
"2011","Annual","Fresno County","65621000","Ambulatory Health Care Services","Not Adj","2020","14,200"
"2011","Annual","Fresno County","65622000","Hospitals","Not Adj","2020","10,400"
"2011","Annual","Fresno County","65623000","Nursing and Residential Care Facilities","Not Adj","2020","7,000"
"2011","Annual","Fresno County","65624000","Social Assistance","Not Adj","2020","15,100"
"2011","Annual","Fresno County","70000000","Leisure and Hospitality","Not Adj","2020","27,100"
"2011","Annual","Fresno County","70720000","Accommodation and Food Service","Not Adj","2020","24,200"
"2011","Annual","Fresno County","70722000","Food Services and Drinking Places","Not Adj","2020","22,000"
"2011","Annual","Fresno County","80000000","Other Services","Not Adj","2020","10,100"
"2011","Annual","Fresno County","90000000","Government","Not Adj","2020","65,700"
"2011","Annual","Fresno County","90910000","Federal Government","Not Adj","2020","10,200"
"2011","Annual","Fresno County","90920000","State Government","Not Adj","2020","10,700"
"2011","Annual","Fresno County","90921611","State Government Education","Not Adj","2020","3,200"
"2011","Annual","Fresno County","90930000","Local Government","Not Adj","2020","44,900"
"2011","Annual","Fresno County","90931611","Local Government Education","Not Adj","2020","29,300"
"2011","Annual","Fresno County","90932000","Local Government Excluding Education","Not Adj","2020","15,600"
"2011","Annual","Fresno County","90932994","Special Districts plus Indian Tribes","Not Adj","2020","3,500"
"2011","Annual","Fresno County","90939012","County","Not Adj","2020","7,100"
"2011","Annual","Fresno County","90939022","City","Not Adj","2020","5,000"
"2011","Annual","Fresno County","90940000","State and Local Government","Not Adj","2020","55,600"
"2010","Annual","Fresno County","00000000","Total Nonfarm","Not Adj","2020","290,500"
"2010","Annual","Fresno County","01000000","Total Wage and Salary","Not Adj","2020","336,500"
"2010","Annual","Fresno County","05000000","Total Private","Not Adj","2020","223,400"
"2010","Annual","Fresno County","06000000","Goods Producing","Not Adj","2020","36,300"
"2010","Annual","Fresno County","07000000","Service Providing","Not Adj","2020","254,200"
"2010","Annual","Fresno County","08000000","Private Service Providing","Not Adj","2020","187,100"
"2010","Annual","Fresno County","10000000","Mining and Logging","Not Adj","2020","200"
"2010","Annual","Fresno County","11000000","Total Farm","Not Adj","2020","46,000"
"2010","Annual","Fresno County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","12,200"
"2010","Annual","Fresno County","20000000","Construction","Not Adj","2020","12,000"
"2010","Annual","Fresno County","20238000","Specialty Trade Contractors","Not Adj","2020","7,700"
"2010","Annual","Fresno County","30000000","Manufacturing","Not Adj","2020","24,100"
"2010","Annual","Fresno County","31000000","Durable Goods","Not Adj","2020","8,000"
"2010","Annual","Fresno County","32000000","Nondurable Goods","Not Adj","2020","16,100"
"2010","Annual","Fresno County","32311000","Food Manufacturing","Not Adj","2020","12,300"
"2010","Annual","Fresno County","40000000","Trade, Transportation and Utilities","Not Adj","2020","55,200"
"2010","Annual","Fresno County","41000000","Wholesale Trade","Not Adj","2020","11,300"
"2010","Annual","Fresno County","42000000","Retail Trade","Not Adj","2020","33,000"
"2010","Annual","Fresno County","42445000","Food and Beverage Stores","Not Adj","2020","6,400"
"2010","Annual","Fresno County","42452000","General Merchandise Stores","Not Adj","2020","6,800"
"2010","Annual","Fresno County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","10,800"
"2010","Annual","Fresno County","43400089","Transportation and Warehousing","Not Adj","2020","8,900"
"2010","Annual","Fresno County","50000000","Information","Not Adj","2020","3,600"
"2010","Annual","Fresno County","55000000","Financial Activities","Not Adj","2020","13,400"
"2010","Annual","Fresno County","55520000","Finance and Insurance","Not Adj","2020","9,300"
"2010","Annual","Fresno County","55524000","Insurance Carriers and Related","Not Adj","2020","4,300"
"2010","Annual","Fresno County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","4,100"
"2010","Annual","Fresno County","60000000","Professional and Business Services","Not Adj","2020","26,900"
"2010","Annual","Fresno County","60540000","Professional, Scientific and Technical S","Not Adj","2020","10,400"
"2010","Annual","Fresno County","60550000","Management of Companies and Enterprises","Not Adj","2020","2,300"
"2010","Annual","Fresno County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","14,200"
"2010","Annual","Fresno County","60561000","Administrative and Support Services","Not Adj","2020","13,300"
"2010","Annual","Fresno County","60562000","Waste Management and Remediation Service","Not Adj","2020","900"
"2010","Annual","Fresno County","65000000","Educational and Health Services","Not Adj","2020","51,400"
"2010","Annual","Fresno County","65610000","Educational Services","Not Adj","2020","4,800"
"2010","Annual","Fresno County","65620000","Health Care and Social Assistance","Not Adj","2020","46,500"
"2010","Annual","Fresno County","65621000","Ambulatory Health Care Services","Not Adj","2020","14,100"
"2010","Annual","Fresno County","65622000","Hospitals","Not Adj","2020","10,300"
"2010","Annual","Fresno County","65623000","Nursing and Residential Care Facilities","Not Adj","2020","6,500"
"2010","Annual","Fresno County","65624000","Social Assistance","Not Adj","2020","15,600"
"2010","Annual","Fresno County","70000000","Leisure and Hospitality","Not Adj","2020","26,800"
"2010","Annual","Fresno County","70720000","Accommodation and Food Service","Not Adj","2020","23,800"
"2010","Annual","Fresno County","70722000","Food Services and Drinking Places","Not Adj","2020","21,700"
"2010","Annual","Fresno County","80000000","Other Services","Not Adj","2020","10,000"
"2010","Annual","Fresno County","90000000","Government","Not Adj","2020","67,100"
"2010","Annual","Fresno County","90910000","Federal Government","Not Adj","2020","10,700"
"2010","Annual","Fresno County","90920000","State Government","Not Adj","2020","10,500"
"2010","Annual","Fresno County","90921611","State Government Education","Not Adj","2020","3,000"
"2010","Annual","Fresno County","90930000","Local Government","Not Adj","2020","45,900"
"2010","Annual","Fresno County","90931611","Local Government Education","Not Adj","2020","29,400"
"2010","Annual","Fresno County","90932000","Local Government Excluding Education","Not Adj","2020","16,500"
"2010","Annual","Fresno County","90932994","Special Districts plus Indian Tribes","Not Adj","2020","3,600"
"2010","Annual","Fresno County","90939012","County","Not Adj","2020","7,500"
"2010","Annual","Fresno County","90939022","City","Not Adj","2020","5,400"
"2010","Annual","Fresno County","90940000","State and Local Government","Not Adj","2020","56,400"
"2020","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,910"
"2020","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","9,280"
"2020","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,900"
"2020","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","1,100"
"2020","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,810"
"2020","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,800"
"2020","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,370"
"2020","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","380"
"2020","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","720"
"2020","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","460"
"2020","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","270"
"2020","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,730"
"2020","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","340"
"2020","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","850"
"2020","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","550"
"2020","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","150"
"2020","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","280"
"2020","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","920"
"2020","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","600"
"2020","Annual","Glenn County","90000000","Government","Not Adj","2020","2,000"
"2020","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","200"
"2020","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2020","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,730"
"2020","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,810"
"2019","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","7,230"
"2019","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","9,670"
"2019","Annual","Glenn County","05000000","Total Private","Not Adj","2020","5,070"
"2019","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","1,100"
"2019","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","6,130"
"2019","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,970"
"2019","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,440"
"2019","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","360"
"2019","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","740"
"2019","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","420"
"2019","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","320"
"2019","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,720"
"2019","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","340"
"2019","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","850"
"2019","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","540"
"2019","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","150"
"2019","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","230"
"2019","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","960"
"2019","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","760"
"2019","Annual","Glenn County","90000000","Government","Not Adj","2020","2,160"
"2019","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","200"
"2019","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2019","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,880"
"2019","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,960"
"2018","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,980"
"2018","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","9,230"
"2018","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,880"
"2018","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","1,040"
"2018","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,940"
"2018","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,830"
"2018","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,250"
"2018","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","330"
"2018","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","710"
"2018","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","410"
"2018","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","300"
"2018","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,640"
"2018","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","330"
"2018","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","800"
"2018","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","510"
"2018","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","160"
"2018","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","230"
"2018","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","890"
"2018","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","730"
"2018","Annual","Glenn County","90000000","Government","Not Adj","2020","2,100"
"2018","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","200"
"2018","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2018","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,830"
"2018","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,910"
"2017","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,880"
"2017","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","9,100"
"2017","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,800"
"2017","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","980"
"2017","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,910"
"2017","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,820"
"2017","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,210"
"2017","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","310"
"2017","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","670"
"2017","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","380"
"2017","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","280"
"2017","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,660"
"2017","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","320"
"2017","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","800"
"2017","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","540"
"2017","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","160"
"2017","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","230"
"2017","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","890"
"2017","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","690"
"2017","Annual","Glenn County","90000000","Government","Not Adj","2020","2,090"
"2017","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","210"
"2017","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2017","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,800"
"2017","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,880"
"2016","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,900"
"2016","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","9,060"
"2016","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,840"
"2016","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","930"
"2016","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,970"
"2016","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,910"
"2016","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,160"
"2016","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","290"
"2016","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","640"
"2016","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","380"
"2016","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","270"
"2016","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,710"
"2016","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","350"
"2016","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","830"
"2016","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","530"
"2016","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","160"
"2016","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","260"
"2016","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","890"
"2016","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","700"
"2016","Annual","Glenn County","90000000","Government","Not Adj","2020","2,070"
"2016","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","210"
"2016","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2016","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,780"
"2016","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,850"
"2015","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,700"
"2015","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","8,970"
"2015","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,660"
"2015","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","940"
"2015","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,750"
"2015","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,710"
"2015","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,270"
"2015","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","290"
"2015","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","650"
"2015","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","370"
"2015","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","280"
"2015","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,610"
"2015","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","370"
"2015","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","800"
"2015","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","450"
"2015","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","150"
"2015","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","230"
"2015","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","870"
"2015","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","690"
"2015","Annual","Glenn County","90000000","Government","Not Adj","2020","2,040"
"2015","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","220"
"2015","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2015","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,740"
"2015","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,820"
"2014","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,370"
"2014","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","8,540"
"2014","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,330"
"2014","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","850"
"2014","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,520"
"2014","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,480"
"2014","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,170"
"2014","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","240"
"2014","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","600"
"2014","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","360"
"2014","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","250"
"2014","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,490"
"2014","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","350"
"2014","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","730"
"2014","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","420"
"2014","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","140"
"2014","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","170"
"2014","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","910"
"2014","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","630"
"2014","Annual","Glenn County","90000000","Government","Not Adj","2020","2,040"
"2014","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","230"
"2014","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2014","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,730"
"2014","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,810"
"2013","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,290"
"2013","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","8,490"
"2013","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,230"
"2013","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","770"
"2013","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,520"
"2013","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,460"
"2013","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,200"
"2013","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","230"
"2013","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","550"
"2013","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","320"
"2013","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","220"
"2013","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,450"
"2013","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","280"
"2013","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","720"
"2013","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","450"
"2013","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","130"
"2013","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","150"
"2013","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","970"
"2013","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","630"
"2013","Annual","Glenn County","90000000","Government","Not Adj","2020","2,050"
"2013","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","240"
"2013","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2013","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,740"
"2013","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,820"
"2012","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,210"
"2012","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","8,310"
"2012","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,130"
"2012","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","750"
"2012","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,460"
"2012","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,380"
"2012","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","2,100"
"2012","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","230"
"2012","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","520"
"2012","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","310"
"2012","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","210"
"2012","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,380"
"2012","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","240"
"2012","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","700"
"2012","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","450"
"2012","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","140"
"2012","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","160"
"2012","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","930"
"2012","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","660"
"2012","Annual","Glenn County","90000000","Government","Not Adj","2020","2,080"
"2012","Annual","Glenn County","90910000","Federal Government","Not Adj","2020","270"
"2012","Annual","Glenn County","90920000","State Government","Not Adj","2020","80"
"2012","Annual","Glenn County","90930000","Local Government","Not Adj","2020","1,730"
"2012","Annual","Glenn County","90940000","State and Local Government","Not Adj","2020","1,810"
"2011","Annual","Glenn County","00000000","Total Nonfarm","Not Adj","2020","6,170"
"2011","Annual","Glenn County","01000000","Total Wage and Salary","Not Adj","2020","8,160"
"2011","Annual","Glenn County","05000000","Total Private","Not Adj","2020","4,040"
"2011","Annual","Glenn County","06000000","Goods Producing","Not Adj","2020","820"
"2011","Annual","Glenn County","07000000","Service Providing","Not Adj","2020","5,350"
"2011","Annual","Glenn County","08000000","Private Service Providing","Not Adj","2020","3,220"
"2011","Annual","Glenn County","11000000","Total Farm","Not Adj","2020","1,990"
"2011","Annual","Glenn County","15000000","Natural Resources, Mining and Constructi","Not Adj","2020","260"
"2011","Annual","Glenn County","30000000","Manufacturing","Not Adj","2020","560"
"2011","Annual","Glenn County","31000000","Durable Goods","Not Adj","2020","330"
"2011","Annual","Glenn County","32000000","Nondurable Goods","Not Adj","2020","230"
"2011","Annual","Glenn County","40000000","Trade, Transportation and Utilities","Not Adj","2020","1,310"
"2011","Annual","Glenn County","41000000","Wholesale Trade","Not Adj","2020","240"
"2011","Annual","Glenn County","42000000","Retail Trade","Not Adj","2020","610"
"2011","Annual","Glenn County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","460"
"2011","Annual","Glenn County","55000000","Financial Activities","Not Adj","2020","160"
"2011","Annual","Glenn County","60000000","Professional and Business Services","Not Adj","2020","170"
"2011","Annual","Glenn County","65000000","Educational and Health Services","Not Adj","2020","870"
"2011","Annual","Glenn County","70000000","Leisure and Hospitality","Not Adj","2020","640"
"2011","Annual","Glenn County","90000000","Government","Not Adj","2020","2,130"
